fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2017-06-14,18.0,1018.0,80.0,0,396.0,42.0,61.0,41.0,31.0
2017-06-15,23.0,1025.0,65.0,0,645.0,6.0,462.0,56.0,26.0
2017-06-16,22.0,999.0,98.0,1,163.0,83.0,100.0,48.0,21.0
2017-06-17,24.0,983.0,99.0,1,207.0,68.0,179.0,61.0,19.0
2017-06-18,31.0,982.0,87.0,0,880.0,66.0,357.0,62.0,28.0
2017-06-19,27.0,956.0,57.0,1,695.0,61.0,314.0,52.0,20.0
2017-06-20,24.0,986.0,21.0,1,605.0,64.0,150.0,56.0,25.0
2017-06-21,26.0,935.0,26.0,1,963.0,100.0,437.0,43.0,28.0
2017-06-22,30.0,1022.0,33.0,0,151.0,66.0,25.0,65.0,27.0
2017-06-23,25.0,1060.0,35.0,1,584.0,34.0,12.0,56.0,31.0
2017-06-24,28.0,996.0,46.0,1,879.0,40.0,282.0,70.0,22.0
2017-06-25,23.0,942.0,29.0,1,285.0,84.0,165.0,46.0,23.0
2017-06-26,25.0,973.0,89.0,0,782.0,94.0,363.0,53.0,22.0
2017-06-27,23.0,1057.0,30.0,0,959.0,4.0,51.0,51.0,34.0
2017-06-28,29.0,1078.0,89.0,0,360.0,65.0,408.0,53.0,32.0
2017-06-29,25.0,969.0,88.0,1,345.0,96.0,15.0,59.0,17.0
2017-06-30,18.0,972.0,98.0,0,757.0,75.0,192.0,55.0,32.0
2017-07-01,20.0,990.0,57.0,1,760.0,74.0,37.0,54.0,21.0
2017-07-02,23.0,1002.0,35.0,0,807.0,39.0,206.0,37.0,28.0
2017-07-03,26.0,931.0,66.0,1,462.0,79.0,208.0,48.0,17.0
2017-07-04,34.0,946.0,98.0,1,985.0,37.0,203.0,53.0,26.0
2017-07-05,28.0,975.0,46.0,0,821.0,10.0,193.0,54.0,32.0
2017-07-06,22.0,986.0,67.0,1,586.0,86.0,336.0,48.0,17.0
2017-07-07,30.0,1026.0,23.0,0,363.0,18.0,26.0,51.0,18.0
2017-07-08,31.0,946.0,77.0,1,683.0,93.0,37.0,53.0,12.0
2017-07-09,25.0,1004.0,50.0,0,439.0,95.0,134.0,37.0,18.0
2017-07-10,30.0,1026.0,40.0,1,816.0,85.0,161.0,49.0,23.0
2017-07-11,19.0,985.0,81.0,0,730.0,9.0,256.0,34.0,34.0
2017-07-12,34.0,988.0,74.0,1,590.0,48.0,6.0,62.0,10.0
2017-07-13,21.0,1022.0,99.0,1,955.0,9.0,314.0,61.0,24.0
2017-07-14,26.0,1129.0,21.0,1,779.0,28.0,269.0,14.0,22.0
2017-07-15,18.0,1073.0,94.0,1,903.0,58.0,184.0,39.0,21.0
2017-07-16,27.0,1035.0,59.0,1,470.0,12.0,418.0,38.0,25.0
2017-07-17,28.0,1039.0,79.0,0,346.0,27.0,206.0,63.0,30.0
2017-07-18,13.0,971.0,68.0,1,177.0,51.0,40.0,47.0,17.0
2017-07-19,25.0,1055.0,69.0,0,758.0,49.0,19.0,37.0,33.0
2017-07-20,22.0,1028.0,91.0,1,663.0,10.0,55.0,49.0,19.0
2017-07-21,27.0,1042.0,59.0,0,788.0,85.0,329.0,62.0,32.0
2017-07-22,17.0,1075.0,32.0,0,377.0,83.0,368.0,43.0,29.0
2017-07-23,35.0,1001.0,76.0,1,676.0,72.0,246.0,64.0,25.0
2017-07-24,24.0,1009.0,47.0,0,989.0,47.0,301.0,56.0,33.0
2017-07-25,23.0,948.0,81.0,1,835.0,65.0,4.0,60.0,20.0
2017-07-26,20.0,997.0,49.0,1,708.0,36.0,437.0,48.0,28.0
2017-07-27,30.0,970.0,60.0,1,791.0,39.0,92.0,58.0,16.0
2017-07-28,33.0,948.0,59.0,1,475.0,80.0,110.0,63.0,17.0
2017-07-29,19.0,1034.0,90.0,0,415.0,57.0,486.0,66.0,36.0
2017-07-30,22.0,1028.0,52.0,1,395.0,31.0,235.0,39.0,17.0
2017-07-31,30.0,950.0,21.0,1,246.0,84.0,367.0,34.0,25.0
2017-08-01,27.0,999.0,29.0,1,371.0,26.0,1.0,52.0,17.0
2017-08-02,21.0,1010.0,55.0,0,423.0,34.0,484.0,47.0,25.0
2017-08-03,26.0,979.0,54.0,0,118.0,32.0,296.0,50.0,24.0
2017-08-04,30.0,1016.0,64.0,1,379.0,11.0,466.0,37.0,22.0
2017-08-05,21.0,1007.0,96.0,0,265.0,30.0,44.0,64.0,20.0
2017-08-06,28.0,999.0,50.0,1,482.0,25.0,5.0,55.0,19.0
2017-08-07,30.0,1019.0,38.0,0,358.0,53.0,105.0,47.0,32.0
2017-08-08,25.0,935.0,82.0,1,148.0,8.0,98.0,56.0,14.0
2017-08-09,22.0,987.0,23.0,0,824.0,54.0,380.0,40.0,26.0
2017-08-10,28.0,1076.0,98.0,1,648.0,42.0,312.0,44.0,20.0
2017-08-11,23.0,973.0,28.0,1,288.0,72.0,392.0,47.0,27.0
2017-08-12,37.0,1130.0,82.0,1,222.0,18.0,379.0,54.0,29.0
2017-08-13,20.0,1028.0,91.0,1,257.0,63.0,327.0,42.0,25.0
2017-08-14,27.0,944.0,62.0,1,587.0,28.0,377.0,55.0,26.0
2017-08-15,32.0,912.0,23.0,1,523.0,98.0,424.0,36.0,22.0
2017-08-16,23.0,1001.0,35.0,0,931.0,15.0,425.0,31.0,33.0
2017-08-17,19.0,983.0,66.0,0,620.0,76.0,430.0,44.0,26.0
2017-08-18,19.0,991.0,58.0,0,981.0,40.0,384.0,63.0,26.0
2017-08-19,21.0,955.0,59.0,0,162.0,85.0,484.0,45.0,24.0
2017-08-20,22.0,994.0,82.0,0,257.0,88.0,29.0,73.0,23.0
2017-08-21,25.0,913.0,89.0,1,194.0,51.0,432.0,53.0,22.0
2017-08-22,26.0,983.0,69.0,0,683.0,4.0,67.0,57.0,25.0
2017-08-23,28.0,1052.0,63.0,0,620.0,86.0,475.0,56.0,33.0
2017-08-24,27.0,1136.0,67.0,1,706.0,20.0,127.0,57.0,15.0
2017-08-25,17.0,1049.0,86.0,1,265.0,13.0,439.0,46.0,27.0
2017-08-26,31.0,1035.0,100.0,0,281.0,100.0,212.0,76.0,27.0
2017-08-27,21.0,988.0,48.0,0,200.0,100.0,335.0,31.0,19.0
2017-08-28,17.0,1059.0,58.0,0,566.0,48.0,294.0,53.0,21.0
2017-08-29,27.0,975.0,60.0,0,875.0,85.0,416.0,35.0,30.0
2017-08-30,24.0,1018.0,90.0,1,864.0,45.0,436.0,32.0,30.0
2017-08-31,22.0,990.0,45.0,0,530.0,24.0,227.0,61.0,18.0
2017-09-01,22.0,921.0,67.0,0,259.0,13.0,464.0,45.0,22.0
2017-09-02,30.0,1005.0,40.0,1,544.0,96.0,330.0,48.0,19.0
2017-09-03,25.0,927.0,66.0,1,291.0,22.0,475.0,51.0,14.0
2017-09-04,24.0,977.0,47.0,1,401.0,17.0,212.0,49.0,22.0
2017-09-05,26.0,1025.0,82.0,1,729.0,35.0,354.0,66.0,27.0
2017-09-06,18.0,1054.0,82.0,1,812.0,93.0,202.0,45.0,22.0
2017-09-07,25.0,1045.0,49.0,1,571.0,44.0,201.0,57.0,19.0
2017-09-08,24.0,980.0,61.0,0,498.0,95.0,103.0,49.0,21.0
2017-09-09,29.0,988.0,24.0,0,900.0,29.0,192.0,55.0,24.0
2017-09-10,26.0,1005.0,44.0,1,322.0,67.0,398.0,54.0,18.0
2017-09-11,34.0,1026.0,23.0,1,135.0,14.0,139.0,60.0,15.0
2017-09-12,28.0,982.0,26.0,1,841.0,48.0,299.0,58.0,24.0
2017-09-13,26.0,995.0,71.0,1,369.0,22.0,271.0,49.0,17.0
2017-09-14,22.0,1111.0,90.0,0,877.0,31.0,176.0,60.0,31.0
2017-09-15,19.0,951.0,31.0,0,680.0,31.0,171.0,35.0,20.0
2017-09-16,20.0,1059.0,81.0,0,669.0,19.0,95.0,43.0,27.0
2017-09-17,34.0,917.0,76.0,0,696.0,8.0,264.0,57.0,25.0
2017-09-18,28.0,964.0,28.0,1,320.0,68.0,64.0,59.0,21.0
2017-09-19,23.0,1056.0,90.0,1,757.0,67.0,162.0,42.0,32.0
2017-09-20,31.0,1057.0,65.0,0,126.0,7.0,229.0,54.0,16.0
2017-09-21,15.0,955.0,70.0,0,334.0,44.0,185.0,49.0,19.0
2017-09-22,21.0,906.0,49.0,1,999.0,58.0,340.0,53.0,12.0
2017-09-23,24.0,1073.0,21.0,0,113.0,14.0,387.0,62.0,23.0
2017-09-24,12.0,980.0,40.0,0,254.0,48.0,385.0,56.0,25.0
2017-09-25,33.0,1038.0,76.0,1,826.0,26.0,374.0,57.0,27.0
2017-09-26,32.0,1047.0,85.0,0,824.0,88.0,324.0,35.0,27.0
2017-09-27,22.0,937.0,27.0,0,863.0,19.0,493.0,38.0,27.0
2017-09-28,25.0,1055.0,23.0,0,514.0,91.0,56.0,66.0,29.0
2017-09-29,24.0,973.0,65.0,0,210.0,95.0,491.0,56.0,31.0
2017-09-30,32.0,937.0,85.0,1,810.0,85.0,104.0,55.0,24.0
2017-10-01,38.0,1039.0,56.0,1,597.0,25.0,200.0,40.0,14.0
2017-10-02,31.0,938.0,69.0,0,735.0,1.0,12.0,52.0,23.0
2017-10-03,46.0,933.0,99.0,0,664.0,13.0,91.0,34.0,17.0
2017-10-04,28.0,985.0,80.0,1,492.0,94.0,488.0,35.0,21.0
2017-10-05,31.0,1108.0,87.0,0,390.0,61.0,41.0,44.0,26.0
2017-10-06,37.0,982.0,28.0,1,439.0,30.0,192.0,44.0,11.0
2017-10-07,32.0,1008.0,43.0,0,768.0,62.0,53.0,65.0,19.0
2017-10-08,38.0,948.0,51.0,0,470.0,34.0,205.0,61.0,23.0
2017-10-09,29.0,1146.0,46.0,0,957.0,53.0,213.0,40.0,15.0
2017-10-10,40.0,1067.0,81.0,1,794.0,20.0,258.0,42.0,18.0
2017-10-11,40.0,1009.0,79.0,1,970.0,17.0,87.0,58.0,20.0
2017-10-12,40.0,1009.0,85.0,0,881.0,59.0,36.0,47.0,24.0
2017-10-13,33.0,1077.0,41.0,0,533.0,48.0,279.0,59.0,20.0
2017-10-14,36.0,934.0,49.0,1,858.0,14.0,279.0,57.0,15.0
2017-10-15,26.0,943.0,83.0,0,892.0,18.0,491.0,43.0,28.0
2017-10-16,43.0,1015.0,88.0,1,497.0,33.0,103.0,57.0,16.0
2017-10-17,31.0,993.0,26.0,1,619.0,95.0,497.0,45.0,11.0
2017-10-18,37.0,1025.0,68.0,1,704.0,9.0,257.0,45.0,17.0
2017-10-19,22.0,985.0,20.0,0,220.0,60.0,127.0,40.0,16.0
2017-10-20,22.0,1056.0,65.0,0,434.0,76.0,90.0,63.0,16.0
2017-10-21,26.0,964.0,54.0,0,781.0,49.0,409.0,53.0,25.0
2017-10-22,41.0,956.0,83.0,0,702.0,32.0,272.0,48.0,22.0
2017-10-23,28.0,951.0,37.0,1,905.0,98.0,475.0,56.0,27.0
2017-10-24,25.0,995.0,51.0,1,927.0,73.0,11.0,51.0,15.0
2017-10-25,37.0,1051.0,43.0,0,571.0,38.0,302.0,57.0,21.0
2017-10-26,20.0,958.0,78.0,1,207.0,41.0,276.0,45.0,20.0
2017-10-27,43.0,1062.0,77.0,0,915.0,34.0,386.0,45.0,30.0
2017-10-28,40.0,984.0,28.0,1,585.0,20.0,476.0,48.0,22.0
2017-10-29,34.0,1054.0,70.0,0,952.0,81.0,172.0,47.0,28.0
2017-10-30,34.0,976.0,54.0,0,174.0,100.0,144.0,42.0,14.0
2017-10-31,39.0,1077.0,68.0,1,150.0,42.0,193.0,40.0,8.0
2017-11-01,34.0,1046.0,68.0,0,394.0,59.0,318.0,43.0,16.0
2017-11-02,37.0,1008.0,84.0,1,507.0,19.0,10.0,46.0,24.0
2017-11-03,33.0,966.0,55.0,1,805.0,68.0,161.0,37.0,15.0
2017-11-04,35.0,1048.0,84.0,1,528.0,30.0,83.0,45.0,18.0
2017-11-05,35.0,1025.0,92.0,0,378.0,8.0,336.0,59.0,22.0
2017-11-06,33.0,933.0,40.0,1,952.0,12.0,262.0,55.0,12.0
2017-11-07,27.0,974.0,57.0,1,779.0,91.0,230.0,41.0,17.0
2017-11-08,40.0,959.0,72.0,1,747.0,56.0,210.0,35.0,12.0
2017-11-09,36.0,990.0,70.0,0,315.0,98.0,464.0,24.0,24.0
2017-11-10,32.0,906.0,62.0,1,371.0,43.0,475.0,30.0,12.0
2017-11-11,27.0,973.0,27.0,0,980.0,65.0,316.0,36.0,17.0
2017-11-12,28.0,968.0,98.0,1,505.0,87.0,363.0,73.0,25.0
2017-11-13,35.0,1008.0,64.0,0,949.0,7.0,31.0,51.0,20.0
2017-11-14,28.0,1075.0,94.0,1,791.0,97.0,298.0,58.0,29.0
2017-11-15,31.0,988.0,95.0,0,290.0,89.0,109.0,38.0,27.0
2017-11-16,31.0,937.0,41.0,1,544.0,20.0,87.0,33.0,11.0
2017-11-17,36.0,994.0,42.0,0,500.0,79.0,289.0,57.0,22.0
2017-11-18,33.0,960.0,57.0,1,829.0,19.0,127.0,45.0,6.0
2017-11-19,34.0,923.0,29.0,1,262.0,52.0,317.0,32.0,9.0
2017-11-20,39.0,990.0,69.0,0,664.0,51.0,304.0,52.0,19.0
2017-11-21,31.0,883.0,51.0,0,920.0,42.0,374.0,68.0,18.0
2017-11-22,40.0,948.0,73.0,0,255.0,59.0,12.0,28.0,22.0
2017-11-23,39.0,1041.0,74.0,1,276.0,37.0,461.0,41.0,27.0
2017-11-24,28.0,1014.0,33.0,1,160.0,37.0,244.0,57.0,14.0
2017-11-25,31.0,986.0,23.0,0,149.0,72.0,338.0,39.0,18.0
2017-11-26,47.0,985.0,40.0,1,736.0,13.0,338.0,64.0,18.0
2017-11-27,27.0,1005.0,45.0,1,692.0,35.0,398.0,57.0,15.0
2017-11-28,24.0,989.0,62.0,0,974.0,45.0,14.0,54.0,23.0
2017-11-29,34.0,1010.0,81.0,0,437.0,46.0,395.0,45.0,27.0
2017-11-30,46.0,921.0,41.0,0,113.0,17.0,427.0,33.0,20.0
2017-12-01,30.0,962.0,70.0,0,422.0,33.0,322.0,40.0,9.0
2017-12-02,33.0,943.0,99.0,0,257.0,67.0,372.0,42.0,24.0
2017-12-03,29.0,1083.0,38.0,0,804.0,32.0,257.0,59.0,15.0
2017-12-04,35.0,1064.0,99.0,1,247.0,80.0,177.0,48.0,19.0
2017-12-05,41.0,1033.0,56.0,0,927.0,5.0,145.0,43.0,20.0
2017-12-06,19.0,975.0,30.0,1,503.0,76.0,404.0,49.0,11.0
2017-12-07,33.0,996.0,52.0,1,415.0,19.0,227.0,45.0,9.0
2017-12-08,29.0,970.0,74.0,0,289.0,70.0,124.0,52.0,17.0
2017-12-09,41.0,994.0,66.0,0,434.0,31.0,97.0,49.0,14.0
2017-12-10,30.0,947.0,41.0,0,246.0,4.0,78.0,45.0,18.0
2017-12-11,36.0,1003.0,90.0,0,703.0,19.0,320.0,65.0,16.0
2017-12-12,32.0,941.0,37.0,1,422.0,48.0,277.0,55.0,8.0
2017-12-13,25.0,942.0,31.0,1,871.0,41.0,414.0,51.0,22.0
2017-12-14,23.0,909.0,22.0,0,943.0,59.0,335.0,65.0,23.0
2017-12-15,26.0,917.0,52.0,0,608.0,67.0,234.0,42.0,20.0
2017-12-16,27.0,992.0,28.0,1,868.0,34.0,25.0,69.0,14.0
2017-12-17,32.0,1032.0,81.0,1,620.0,39.0,349.0,60.0,17.0
2017-12-18,41.0,983.0,28.0,0,974.0,85.0,99.0,67.0,18.0
2017-12-19,28.0,970.0,64.0,0,166.0,65.0,418.0,56.0,18.0
2017-12-20,37.0,1001.0,54.0,1,903.0,27.0,121.0,58.0,22.0
2017-12-21,26.0,1025.0,95.0,1,715.0,49.0,119.0,47.0,17.0
2017-12-22,27.0,1029.0,34.0,1,800.0,82.0,300.0,39.0,24.0
2017-12-23,28.0,1028.0,82.0,1,140.0,74.0,69.0,32.0,13.0
2017-12-24,33.0,976.0,71.0,1,483.0,33.0,223.0,47.0,19.0
2017-12-25,33.0,1001.0,68.0,1,343.0,45.0,324.0,48.0,13.0
2017-12-26,27.0,1039.0,71.0,0,833.0,99.0,467.0,52.0,22.0
2017-12-27,37.0,1027.0,90.0,1,356.0,87.0,398.0,59.0,19.0
2017-12-28,28.0,948.0,29.0,0,598.0,41.0,488.0,39.0,15.0
2017-12-29,32.0,971.0,28.0,0,910.0,14.0,297.0,53.0,13.0
2017-12-30,29.0,1037.0,79.0,0,708.0,72.0,279.0,50.0,31.0
2017-12-31,28.0,963.0,77.0,0,259.0,88.0,37.0,62.0,18.0
2018-01-01,28.0,975.0,31.0,1,180.0,41.0,54.0,49.0,5.0
2018-01-02,31.0,1017.0,96.0,1,300.0,7.0,498.0,35.0,16.0
2018-01-03,31.0,1038.0,45.0,0,377.0,12.0,84.0,44.0,19.0
2018-01-04,30.0,961.0,72.0,0,137.0,15.0,200.0,48.0,15.0
2018-01-05,32.0,1076.0,52.0,1,670.0,24.0,391.0,41.0,28.0
2018-01-06,36.0,924.0,57.0,1,803.0,31.0,431.0,38.0,17.0
2018-01-07,36.0,956.0,68.0,0,270.0,91.0,77.0,62.0,20.0
2018-01-08,24.0,1089.0,88.0,1,741.0,52.0,130.0,56.0,15.0
2018-01-09,36.0,989.0,36.0,0,567.0,64.0,425.0,53.0,14.0
2018-01-10,29.0,1038.0,33.0,1,358.0,97.0,434.0,47.0,19.0
2018-01-11,33.0,1018.0,65.0,0,867.0,47.0,329.0,48.0,22.0
2018-01-12,38.0,1009.0,40.0,1,310.0,69.0,212.0,47.0,7.0
2018-01-13,35.0,1095.0,53.0,0,162.0,79.0,212.0,55.0,24.0
2018-01-14,29.0,1089.0,82.0,1,451.0,88.0,491.0,52.0,24.0
2018-01-15,29.0,974.0,22.0,0,119.0,69.0,277.0,58.0,21.0
2018-01-16,34.0,1013.0,90.0,1,348.0,43.0,461.0,41.0,18.0
2018-01-17,29.0,957.0,28.0,0,856.0,59.0,416.0,50.0,16.0
2018-01-18,34.0,1092.0,80.0,0,485.0,6.0,243.0,51.0,16.0
2018-01-19,39.0,987.0,28.0,1,942.0,72.0,147.0,29.0,10.0
2018-01-20,28.0,951.0,93.0,0,990.0,72.0,154.0,53.0,25.0
2018-01-21,32.0,1022.0,99.0,1,548.0,13.0,58.0,49.0,9.0
2018-01-22,35.0,1073.0,34.0,0,839.0,43.0,138.0,42.0,22.0
2018-01-23,42.0,985.0,80.0,0,987.0,33.0,238.0,49.0,19.0
2018-01-24,23.0,912.0,62.0,0,320.0,12.0,320.0,46.0,12.0
2018-01-25,28.0,1046.0,54.0,0,518.0,66.0,45.0,47.0,20.0
2018-01-26,28.0,983.0,24.0,1,454.0,53.0,26.0,54.0,6.0
2018-01-27,28.0,945.0,73.0,1,399.0,5.0,192.0,48.0,9.0
2018-01-28,41.0,970.0,48.0,1,578.0,88.0,250.0,43.0,7.0
2018-01-29,29.0,974.0,62.0,1,344.0,15.0,92.0,45.0,9.0
2018-01-30,29.0,908.0,92.0,1,184.0,37.0,74.0,48.0,18.0
2018-01-31,30.0,993.0,41.0,1,948.0,22.0,166.0,55.0,19.0
2018-02-01,39.0,983.0,53.0,1,474.0,54.0,126.0,52.0,12.0
2018-02-02,30.0,992.0,76.0,0,590.0,9.0,445.0,46.0,25.0
2018-02-03,33.0,1095.0,63.0,1,460.0,36.0,334.0,56.0,6.0
2018-02-04,36.0,1078.0,79.0,0,628.0,45.0,216.0,52.0,14.0
2018-02-05,33.0,1027.0,78.0,1,359.0,47.0,348.0,57.0,15.0
2018-02-06,34.0,1056.0,69.0,1,363.0,71.0,342.0,53.0,16.0
2018-02-07,35.0,947.0,38.0,1,381.0,55.0,289.0,22.0,14.0
2018-02-08,28.0,962.0,70.0,1,453.0,9.0,498.0,72.0,14.0
2018-02-09,29.0,1021.0,95.0,1,496.0,19.0,184.0,49.0,14.0
2018-02-10,32.0,1037.0,71.0,0,704.0,94.0,31.0,58.0,28.0
2018-02-11,46.0,995.0,46.0,0,583.0,100.0,249.0,45.0,17.0
2018-02-12,32.0,936.0,94.0,1,882.0,16.0,329.0,42.0,15.0
2018-02-13,33.0,947.0,86.0,0,357.0,6.0,353.0,49.0,21.0
2018-02-14,37.0,1053.0,81.0,1,786.0,42.0,272.0,47.0,22.0
2018-02-15,36.0,1016.0,27.0,0,489.0,45.0,390.0,49.0,21.0
2018-02-16,30.0,981.0,59.0,1,471.0,54.0,359.0,47.0,15.0
2018-02-17,32.0,977.0,58.0,0,722.0,49.0,126.0,54.0,15.0
2018-02-18,27.0,967.0,22.0,1,931.0,26.0,464.0,74.0,23.0
2018-02-19,33.0,1054.0,75.0,0,904.0,18.0,236.0,72.0,14.0
2018-02-20,28.0,1045.0,93.0,1,417.0,100.0,254.0,56.0,13.0
2018-02-21,31.0,902.0,76.0,0,933.0,94.0,31.0,35.0,19.0
2018-02-22,30.0,998.0,48.0,1,267.0,82.0,360.0,55.0,17.0
2018-02-23,33.0,1021.0,59.0,1,415.0,3.0,155.0,43.0,13.0
2018-02-24,32.0,961.0,93.0,1,501.0,7.0,164.0,34.0,13.0
2018-02-25,29.0,932.0,62.0,1,854.0,24.0,117.0,39.0,8.0
2018-02-26,27.0,1011.0,91.0,0,339.0,54.0,291.0,42.0,16.0
2018-02-27,36.0,1038.0,98.0,0,374.0,70.0,108.0,57.0,16.0
2018-02-28,33.0,980.0,38.0,0,589.0,26.0,275.0,57.0,13.0
2018-03-01,27.0,1017.0,98.0,1,650.0,38.0,131.0,51.0,15.0
2018-03-02,30.0,1023.0,94.0,1,674.0,53.0,172.0,54.0,19.0
2018-03-03,22.0,977.0,78.0,1,339.0,18.0,442.0,60.0,18.0
2018-03-04,31.0,1006.0,99.0,0,131.0,90.0,245.0,68.0,24.0
2018-03-05,34.0,947.0,93.0,1,956.0,69.0,209.0,56.0,18.0
2018-03-06,31.0,1033.0,49.0,0,849.0,65.0,162.0,62.0,22.0
2018-03-07,19.0,1042.0,51.0,1,698.0,62.0,239.0,46.0,9.0
2018-03-08,14.0,958.0,78.0,0,575.0,50.0,251.0,51.0,13.0
2018-03-09,40.0,1041.0,91.0,1,343.0,56.0,371.0,68.0,10.0
2018-03-10,34.0,936.0,95.0,1,178.0,24.0,266.0,63.0,14.0
2018-03-11,36.0,1048.0,46.0,0,606.0,64.0,39.0,56.0,15.0
2018-03-12,24.0,993.0,29.0,1,556.0,63.0,92.0,46.0,11.0
2018-03-13,31.0,999.0,46.0,1,664.0,50.0,298.0,50.0,8.0
2018-03-14,45.0,965.0,45.0,0,233.0,98.0,61.0,55.0,14.0
2018-03-15,33.0,1011.0,53.0,1,319.0,75.0,233.0,27.0,8.0
2018-03-16,31.0,977.0,77.0,0,625.0,3.0,204.0,55.0,19.0
2018-03-17,31.0,971.0,57.0,1,856.0,36.0,412.0,57.0,15.0
2018-03-18,23.0,1047.0,56.0,0,183.0,98.0,441.0,42.0,20.0
2018-03-19,37.0,1086.0,29.0,0,433.0,37.0,349.0,43.0,21.0
2018-03-20,42.0,1063.0,71.0,1,198.0,91.0,441.0,47.0,30.0
2018-03-21,27.0,987.0,80.0,0,782.0,90.0,349.0,62.0,28.0
2018-03-22,33.0,1082.0,86.0,1,906.0,0.0,490.0,55.0,25.0
2018-03-23,34.0,967.0,60.0,1,912.0,24.0,65.0,68.0,14.0
2018-03-24,28.0,824.0,88.0,1,824.0,88.0,6.0,57.0,18.0
2018-03-25,38.0,938.0,21.0,1,768.0,92.0,316.0,62.0,19.0
2018-03-26,29.0,1070.0,62.0,0,422.0,97.0,406.0,48.0,24.0
2018-03-27,30.0,1001.0,25.0,0,748.0,12.0,259.0,56.0,25.0
2018-03-28,33.0,909.0,57.0,1,426.0,82.0,236.0,57.0,11.0
2018-03-29,44.0,1036.0,96.0,0,263.0,60.0,14.0,41.0,26.0
2018-03-30,33.0,1104.0,35.0,1,283.0,72.0,268.0,55.0,10.0
2018-03-31,24.0,1074.0,34.0,1,498.0,9.0,233.0,48.0,13.0
2018-04-01,29.0,935.0,37.0,0,757.0,75.0,393.0,44.0,29.0
2018-04-02,20.0,990.0,24.0,0,605.0,100.0,27.0,40.0,20.0
2018-04-03,30.0,1057.0,100.0,0,399.0,68.0,361.0,52.0,30.0
2018-04-04,23.0,958.0,89.0,0,807.0,43.0,242.0,47.0,22.0
2018-04-05,31.0,1023.0,44.0,0,989.0,19.0,402.0,65.0,32.0
2018-04-06,24.0,1036.0,29.0,0,384.0,77.0,297.0,59.0,31.0
2018-04-07,21.0,932.0,92.0,1,913.0,79.0,398.0,54.0,29.0
2018-04-08,26.0,1072.0,36.0,1,236.0,22.0,267.0,55.0,23.0
2018-04-09,24.0,963.0,40.0,1,262.0,95.0,481.0,63.0,24.0
2018-04-10,19.0,1045.0,94.0,1,480.0,12.0,485.0,56.0,30.0
2018-04-11,24.0,979.0,55.0,1,371.0,21.0,14.0,43.0,20.0
